[2025-11-13 08:26:45] [INFO    ] discord.client: logging in using static token
[2025-11-13 08:27:02] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-13 08:27:02] [DEBUG   ] discord.client: Dispatching event message
[2025-11-13 08:27:02] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1396622394231361546/messages with None has returned 200
[2025-11-13 08:27:02] [DEBUG   ] discord.http: GET /channels/{channel_id}/messages has found its initial rate limit bucket hash (479c05630b7b353bb5c63f707eeef2ee).
[2025-11-13 08:27:02] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1396622394231361546/messages has received [{'type': 0, 'content': '<@1396271675997163662> good morning', 'mentions': [{'id': '1396271675997163662', 'username': 'Professor B.', 'avatar': '4cd37bae90007024900a0b53b69cf05e', 'discriminator': '2989', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-13T16:27:02.091000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1438565834019573760', 'channel_id': '1396622394231361546', 'author': {'id': '587750401873412265', 'username': 'rysuri.com', 'avatar': 'c6fa901bd717b2d5ba0abc3e8d71a362', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': None, 'global_name': 'rysuri', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}, {'type': 0, 'content': '**Snow Report:**\n\n**Brian Head** – 0” total (🌞 0” / 🌙 0”)\n**Lee Canyon** – 0” total (past 24 hrs)\n\n**It’s over... let’s disband.**', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-12T20:45:38.783000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1438268527877423177', 'channel_id': '1396622394231361546', 'author': {'id': '1396271675997163662', 'username': 'Professor B.', 'avatar': '4cd37bae90007024900a0b53b69cf05e', 'discriminator': '2989', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}, {'type': 0, 'content': "I'll check the snow reports for Brian Head and Lee Canyon...", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-12T20:45:32.084000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1438268499779911840', 'channel_id': '1396622394231361546', 'author': {'id': '1396271675997163662', 'username': 'Professor B.', 'avatar': '4cd37bae90007024900a0b53b69cf05e', 'discriminator': '2989', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}, {'type': 0, 'content': '!snowcheck', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-12T20:45:31.918000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1438268499083530250', 'channel_id': '1396622394231361546', 'author': {'id': '587750401873412265', 'username': 'rysuri.com', 'avatar': 'c6fa901bd717b2d5ba0abc3e8d71a362', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': None, 'global_name': 'rysuri', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}, {'type': 0, 'content': '**Snow Report:**\n\n**Brian Head** – 0” total (🌞 0” / 🌙 0”)\n**Lee Canyon** – 0” total (past 24 hrs)\n\n**Both resorts have about the same snow today.**', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-12T20:44:34.599000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1438268258670350557', 'channel_id': '1396622394231361546', 'author': {'id': '1396271675997163662', 'username': 'Professor B.', 'avatar': '4cd37bae90007024900a0b53b69cf05e', 'discriminator': '2989', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}, {'type': 0, 'content': "I'll check the snow reports for Brian Head and Lee Canyon...", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-12T20:44:28.101000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1438268231415758960', 'channel_id': '1396622394231361546', 'author': {'id': '1396271675997163662', 'username': 'Professor B.', 'avatar': '4cd37bae90007024900a0b53b69cf05e', 'discriminator': '2989', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}, {'type': 0, 'content': '!snowcheck', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-12T20:44:27.888000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1438268230522372303', 'channel_id': '1396622394231361546', 'author': {'id': '587750401873412265', 'username': 'rysuri.com', 'avatar': 'c6fa901bd717b2d5ba0abc3e8d71a362', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': None, 'global_name': 'rysuri', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}, {'type': 0, 'content': '**Snow Report: **\n\n**Brian Head** - 0” total (🌞 0” / 🌙 0”)\n🔗 [View Brian Head](https://www.brianhead.com/weather-conditions-webcams/)\n\n**Lee Canyon** - 0” total (past 24 hrs)\n🔗 [View Lee Canyon](https://www.leecanyonlv.com/weather/)\n\n**Both resorts have about the same snow today.**', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'article', 'url': 'https://www.brianhead.com/weather-conditions-webcams/', 'title': 'Weather, Conditions & Webcams - Brian Head Resort', 'description': 'Look no further. This is your go to source for all things weather, conditions, and webcams at Brian Head Resort.', 'color': 16777215, 'provider': {'name': 'Brian Head Resort'}, 'thumbnail': {'url': 'https://www.brianhead.com/wp-content/uploads/sites/7/2022/09/brianhead-social-share.png', 'proxy_url': 'https://images-ext-1.discordapp.net/external/l83CD-rOPoGKKKLN8AvRvOqYmJigB4yj6KeOaVAQ5QE/https/www.brianhead.com/wp-content/uploads/sites/7/2022/09/brianhead-social-share.png', 'width': 1200, 'height': 630, 'content_type': 'image/png', 'flags': 0}}, {'type': 'article', 'url': 'https://www.leecanyonlv.com/weather/', 'title': 'Weather', 'description': 'Stay informed with real-time weather updates for Lee Canyon. Get the latest weather conditions & forecasts for your next adventure.', 'color': 16777215, 'provider': {'name': 'Lee Canyon'}, 'thumbnail': {'url': 'https://www.leecanyonlv.com/wp-content/uploads/sites/14/2023/12/powder-alerts-scaled.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/Nj5k012nV1HfGAdWHdu3gUI3B-fzPY2SzNHMHCrhIkY/https/www.leecanyonlv.com/wp-content/uploads/sites/14/2023/12/powder-alerts-scaled.jpg', 'width': 2560, 'height': 1707, 'content_type': 'image/jpeg', 'placeholder': 'pOcJDYAoiql6emV/aPl4imSAZQuI', 'placeholder_version': 1, 'flags': 0}}], 'timestamp': '2025-11-12T20:43:05.796000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1438267886203437108', 'channel_id': '1396622394231361546', 'author': {'id': '1396271675997163662', 'username': 'Professor B.', 'avatar': '4cd37bae90007024900a0b53b69cf05e', 'discriminator': '2989', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}, {'type': 0, 'content': "I'll check the snow reports for Brian Head and Lee Canyon...", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-12T20:42:58.778000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1438267856767946832', 'channel_id': '1396622394231361546', 'author': {'id': '1396271675997163662', 'username': 'Professor B.', 'avatar': '4cd37bae90007024900a0b53b69cf05e', 'discriminator': '2989', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}, {'type': 0, 'content': '!snowcheck', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-12T20:42:58.633000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1438267856159641720', 'channel_id': '1396622394231361546', 'author': {'id': '587750401873412265', 'username': 'rysuri.com', 'avatar': 'c6fa901bd717b2d5ba0abc3e8d71a362', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': None, 'global_name': 'rysuri', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}]
[2025-11-13 08:27:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 8, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2025-11-13T16:27:05.056000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2025-11-13T16:27:02.091000+00:00', 'pinned': False, 'mentions': [{'username': 'Professor B.', 'public_flags': 0, 'primary_guild': None, 'id': '1396271675997163662', 'global_name': None, 'display_name_styles': None, 'discriminator': '2989', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '4cd37bae90007024900a0b53b69cf05e'}], 'mention_roles': [], 'mention_everyone': False, 'id': '1438565834019573760', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1396271675997163662> good morning', 'components': [], 'channel_id': '1396622394231361546', 'author': {'username': 'rysuri.com', 'public_flags': 256, 'primary_guild': None, 'id': '587750401873412265', 'global_name': 'rysuri', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'c6fa901bd717b2d5ba0abc3e8d71a362'}, 'attachments': []}, 'pinned': False, 'nonce': '7150554242673058432', 'message_reference': {'type': 0, 'message_id': '1438565834019573760', 'guild_id': '1396273019902496829', 'channel_id': '1396622394231361546'}, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1396607570680221891'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-20T21:39:52.592000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1438565846455816394', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "Good morning! What's up? 😊", 'components': [], 'channel_type': 0, 'channel_id': '1396622394231361546', 'author': {'username': 'Professor B.', 'public_flags': 0, 'primary_guild': None, 'id': '1396271675997163662', 'global_name': None, 'display_name_styles': None, 'discriminator': '2989', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '4cd37bae90007024900a0b53b69cf05e'}, 'attachments': [], 'guild_id': '1396273019902496829'}}
[2025-11-13 08:27:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-13 08:27:05] [DEBUG   ] discord.client: Dispatching event message
[2025-11-13 08:27:05] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1396622394231361546/messages with {"content":"Good morning! What's up? \ud83d\ude0a","components":[],"nonce":"7150554242673058432","enforce_nonce":true,"message_reference":{"message_id":1438565834019573760,"channel_id":1396622394231361546,"guild_id":1396273019902496829},"tts":false,"allowed_mentions":{"replied_user":false,"parse":["everyone","users","roles"]}} has returned 200
[2025-11-13 08:27:05] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-11-13 08:27:05] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1396622394231361546/messages has received {'type': 19, 'content': "Good morning! What's up? 😊", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-13T16:27:05.056000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1438565846455816394', 'channel_id': '1396622394231361546', 'author': {'id': '1396271675997163662', 'username': 'Professor B.', 'avatar': '4cd37bae90007024900a0b53b69cf05e', 'discriminator': '2989', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '7150554242673058432', 'message_reference': {'type': 0, 'channel_id': '1396622394231361546', 'message_id': '1438565834019573760', 'guild_id': '1396273019902496829'}, 'referenced_message': {'type': 0, 'content': '<@1396271675997163662> good morning', 'mentions': [{'id': '1396271675997163662', 'username': 'Professor B.', 'avatar': '4cd37bae90007024900a0b53b69cf05e', 'discriminator': '2989', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-13T16:27:02.091000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1438565834019573760', 'channel_id': '1396622394231361546', 'author': {'id': '587750401873412265', 'username': 'rysuri.com', 'avatar': 'c6fa901bd717b2d5ba0abc3e8d71a362', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': None, 'global_name': 'rysuri', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}}
[2025-11-13 08:27:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 9, 'op': 0, 'd': {'user_id': '587750401873412265', 'timestamp': 1763051233, 'member': {'user': {'username': 'rysuri.com', 'public_flags': 256, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '587750401873412265', 'global_name': 'rysuri', 'display_name_styles': None, 'display_name': 'rysuri', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'c6fa901bd717b2d5ba0abc3e8d71a362'}, 'roles': ['1396278391090446399'], 'premium_since': None, 'pending': False, 'nick': 'ryvsu', 'mute': False, 'joined_at': '2025-07-19T23:30:29.458000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1396622394231361546', 'guild_id': '1396273019902496829'}}
[2025-11-13 08:27:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-13 08:27:13] [DEBUG   ] discord.client: Dispatching event typing
[2025-11-13 08:27:13] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-11-13 08:27:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2025-11-13T16:27:21.370000+00:00', 'referenced_message': {'type': 19, 'tts': False, 'timestamp': '2025-11-13T16:27:05.056000+00:00', 'position': 0, 'pinned': False, 'message_reference': {'type': 0, 'message_id': '1438565834019573760', 'guild_id': '1396273019902496829', 'channel_id': '1396622394231361546'}, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1438565846455816394', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "Good morning! What's up? 😊", 'components': [], 'channel_id': '1396622394231361546', 'author': {'username': 'Professor B.', 'public_flags': 0, 'primary_guild': None, 'id': '1396271675997163662', 'global_name': None, 'display_name_styles': None, 'discriminator': '2989', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '4cd37bae90007024900a0b53b69cf05e'}, 'attachments': []}, 'pinned': False, 'nonce': '1438565914499874816', 'message_reference': {'type': 0, 'message_id': '1438565846455816394', 'guild_id': '1396273019902496829', 'channel_id': '1396622394231361546'}, 'mentions': [{'username': 'Professor B.', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1396607570680221891'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-20T21:39:52.592000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1396271675997163662', 'global_name': None, 'display_name_styles': None, 'discriminator': '2989', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '4cd37bae90007024900a0b53b69cf05e'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1396278391090446399'], 'premium_since': None, 'pending': False, 'nick': 'ryvsu', 'mute': False, 'joined_at': '2025-07-19T23:30:29.458000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1438565914881822823', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'can you see me?', 'components': [], 'channel_type': 0, 'channel_id': '1396622394231361546', 'author': {'username': 'rysuri.com', 'public_flags': 256, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '587750401873412265', 'global_name': 'rysuri', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': 'c6fa901bd717b2d5ba0abc3e8d71a362'}, 'attachments': [], 'guild_id': '1396273019902496829'}}
[2025-11-13 08:27:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-13 08:27:21] [DEBUG   ] discord.client: Dispatching event message
[2025-11-13 08:27:21] [DEBUG   ] discord.http: GET https://discord.com/api/v10/channels/1396622394231361546/messages with None has returned 200
